Word,SegmentationA,SegmentationB,SegmentationC
abangaakhiwe,aba-nga-akhiw-e,aba-nga-akhiw-e,abanga-akhiw-e
abangaaliwe,aba-nga-aliw-e,aba-nga-aliw-e,abanga-aliw-e
abangaamukele,aba-nga-amukel-e,aba-nga-amukel-e,abanga-amukel-e
abangaanele,aba-nga-anel-e,aba-nga-anel-e,abanga-anel-e
abangaangene,aba-nga-angen-e,aba-nga-angen-e,abanga-angen-e
abangaaphukile,aba-nga-aphuk-ile,aba-nga-aphuk-ile,abanga-aphuk-ile
abangabali,aba-nga-bal-i,aba-nga-bal-i-phakathi,abanga-bal-i
abangabengezi,aba-nga-bengez-i,kakhulu,abanga-bengez-i
abangabhekenanga,aba-nga-bheken-anga,aba-nga-bheken-anga-phakathi,abanga-bheken-anga
abangadingenanga,aba-nga-dingen-anga,aba-nga-dingen-anga-phakathi,abanga-dingen-anga
abangagwazi,aba-nga-gwaz-i,aba-nga-gwaz-i-phakathi,abanga-gwaz-i
abangahlelwe,aba-nga-hlelw-e,aba-nga-hlelw-e-baba,abanga-hlelw-e
abangahluzekanga,aba-nga-hluzek-anga,aba-nga-hluzek-anga-phakathi,abanga-hluzek-anga
abangakhandlekanga,aba-nga-khandlek-anga,aba-nga-khandlek-anga-phakathi,abanga-khandlek-anga
abangakhwantabalisanga,aba-nga-khwantabalis-anga,aba-nga-khwantabalis-anga-baba,abanga-khwantabalis-anga
abangakugijimeli,aba-nga-ku-gijimel-i,aba-nga-ku-gijimel-i-sithole,abangaku-gijimel-i
abangalibelanga,aba-nga-libel-anga,aba-nga-libel-anga-phakathi,abanga-libel-anga
abangalicijisanga,aba-nga-li-cijis-anga,aba-nga-li-cijis-anga-muhle,abangali-cijis-anga
abangalihlongozanga,aba-nga-li-hlongoz-anga,aba-nga-li-hlongoz-anga-nomuntu,abangali-hlongoz-anga
abangalukhothamelanga,aba-nga-lu-khothamel-anga,aba-nga-lu-khothamel-anga-zulu,abangalu-khothamel-anga
abangangenwa,aba-nga-ngenw-a,aba-nga-ngenw-a-phakathi,abanga-ngenw-a
abanganibikwa,aba-nga-ni-bikw-a,aba-nga-ni-bikw-a-muhle,abangani-bikw-a
abanganidabuleli,aba-nga-ni-dabulel-i,aba-nga-ni-dabulel-i-sithole,abangani-dabulel-i
abanganihlumisanga,aba-nga-ni-hlumis-anga,aba-nga-ni-hlumis-anga-nina,abangani-hlumis-anga
abanganijobanga,aba-nga-ni-job-anga,aba-nga-ni-job-anga-zulu,abangani-job-anga
abanganiloyanga,aba-nga-ni-loy-anga,aba-nga-ni-loy-anga-nina,abangani-loy-anga
abanganisilaleli,aba-nga-ni-silalel-i,aba-nga-ni-silalel-i-nina,abangani-silalel-i
abanganizabi,aba-nga-ni-zab-i,aba-nga-ni-zab-i-dadewethu,abangani-zab-i
abangaphendukanga,aba-nga-phenduk-anga,aba-nga-phenduk-anga-jobe,abanga-phenduk-anga
abangaqeqeshekanga,aba-nga-qeqeshek-anga,aba-nga-qeqeshek-anga-phakathi,abanga-qeqeshek-anga
abangaqhathwanga,aba-nga-qhathw-anga,izing-qondo,abangaqhathw-anga
abangaqhubezeli,aba-nga-qhubezel-i,aba-nga-qhubezel-i-phakathi,abanga-qhubezel-i
abangasindanga,aba-nga-sind-anga,aba-nga-sind-anga-phakathi,abanga-sind-anga
abangathathi,aba-nga-thath-i,aba-nga-thath-i-hlangothi,abangathath-i
abangawazazisanga,aba-nga-wa-zazis-anga,aba-nga-wa-zazis-anga-muhle,abangawa-zazis-anga
abangayekelanga,aba-nga-yekel-anga,aba-nga-yekel-anga-phakathi,abanga-yekel-anga
abangayisayinelanga,aba-nga-yi-sayinel-anga,aba-nga-yi-sayinel-anga-lwesithathu,abangayi-sayinel-anga
abangazamele,aba-nga-zamel-e,aba-nga-zamel-e-sizwile,abanga-zamel-e
abangazukububizela,aba-nga-zuku-bu-bizel-a,aba-nga-zuku-bu-bizel-a-nina,abangazuku-bu-bizel-a
abangazukufuya,aba-nga-zuku-fuy-a,aba-nga-zuku-fuy-a-phakathi,abangazuku-fuy-a
abangazukukhandleka,aba-nga-zuku-khandlek-a,aba-nga-zuku-khandlek-a-phakathi,abangazuku-khandlek-a
abangazukukubikela,aba-nga-zuku-ku-bikel-a,aba-nga-zuku-ku-bikel-a-sithole,abangazuku-ku-bikel-a
abangazukukukhandleka,aba-nga-zuku-ku-khandlek-a,aba-nga-zuku-ku-khandlek-a-ngoma,abangazuku-ku-khandlek-a
abangazukummisela,aba-nga-zuku-m-misel-a,aba-nga-zuku-m-misel-a,abangazuku-m-misel-a
abangazukuvezwa,aba-nga-zuku-vezw-a,aba-nga-zuku-vezw-a-phakathi,abangazuku-vezw-a
abangazukuwubhalwa,aba-nga-zuku-wu-bhalw-a,aba-nga-zuku-wu-bhalw-a-lwesithathu,abangazuku-wu-bhalw-a
abangazukuzidlanga,aba-nga-zuku-zi-dlang-a,aba-nga-zuku-zi-dlang-a-dadewethu,abangazuku-zi-dlang-a
abangazukwwanela,aba-nga-zu-kw-w-anel-a,aba-nga-zukw-w-anel-a,abangazukw-w-anel-a
abangazukwwelekelela,aba-nga-zu-kw-w-elekelel-a,aba-nga-zukw-w-elekelel-a,abangazukw-w-elekelel-a
abangazukwwenzisa,aba-nga-zu-kw-w-enzis-a,aba-nga-zukw-w-enzis-a,abangazukw-w-enzis-a
abangazukwwesuka,aba-nga-zu-kw-w-esuk-a,aba-nga-zukw-w-esuk-a,abangazukw-w-esuk-a
abangazukwwoma,aba-nga-zu-kw-w-om-a,aba-nga-zukw-w-om-a,abangazukw-w-om-a
abangazukwwona,aba-nga-zu-kw-w-on-a,aba-nga-zukw-w-on-a,abangazukw-w-on-a
abangazukwwonakalisa,aba-nga-zu-kw-w-onakalis-a,aba-nga-zukw-w-onakalis-a,abangazukw-w-onakalis-a
abangekokungaqali,aba-nge-ko-ku-nga-qal-i,aba-nge-ko-ku-nga-qal-i-zama,abangeko-ku-nga-qal-i
abangekokungaxoshwa,aba-nge-ko-ku-nga-xoshw-a,aba-nge-ko-ku-nga-xoshw-a-zama,abangeko-ku-nga-xoshw-a
abanglwedukisi,aba-ng-lw-edukis-i,aba-ng-lw-edukis-i-dadewethu,abanglw-edukis-i
abangothelanga,aba-ng-othel-anga,aba-ng-othel-anga-phakathi,abang-othel-anga
abangzeshwamanga,aba-ng-z-eshwam-anga,aba-ng-z-eshwam-anga-nina,abangz-eshwam-anga
abanobuthakathaka,aba-n-o-bu-thakathaka,aba-no-bu-thakathaka,abano-buthakathaka-k-eph-a
abaphasisanga,a-ba-phasis-anga,uku-lingw-a,aba-phasis-anga
abaphendukileyo,aba-phenduk-ile-yo,aba-phenduk-ile-yo-jobe,aba-phenduk-ile-yo
abaphoqwa,a-ba-phoqw-a,a-ba-phoqw-a,amaqembu
abaphulanga,a-b-aphul-anga,a-b-aphul-anga-bani,ab-aphul-anga
abaqalekeli,a-ba-qalekel-i,uku-thi,aba-qalekel-i
abaqaphelanga,a-ba-qaphel-anga,uku-nga-hashaz-i,aba-qaphel-anga
abasasebenzi,a-ba-sa-sebenz-i,ka-hle,abasa-sebenz-i
abashintshwa,a-ba-shintshw-a,a-ba-shintshw-a,amaphutha
abashumpule,a-ba-shumpul-e,a-ba-shumpul-e,aba-shumpul-e-kw-esabel-a
abashwabadele,aba-shwabadel-e,aba-shwabadel-e-nxazonke,abashwabadel-e
abathene,aba-then-e,kakhulu,aba-then-e
abathethwa,a-ba-thethw-a,a-ba-thethw-a,amaqembu
abathikamezeke,aba-thikamezek-e,aba-thikamezek-e,abathikamezek-eng-elulw-a
abathinteke,a-ba-thintek-e,a-ba-thintek-e-ngqo,a-ba-thintek-e
abaxolelwa,a-ba-xolelw-a,a-ba-xolelw-a,kakhulu
abayabambisanayo,aba-bambisan-a-yo,aba-bambisan-a-yo,aba-bambisan-a-yo
abayabandlayo,aba-bandl-a-yo,aba-bandl-a-yo,aba-bandl-a-yo
abayabandlululanayo,aba-bandlululan-a-yo,aba-bandlululan-a-yo,aba-bandlululan-a-yo
abayabangisanayo,aba-bangisan-a-yo,aba-bangisan-a-yo,aba-bangisan-a-yo
abayabekisayo,aba-bekis-a-yo,aba-bekis-a-yo,aba-bekis-a-yo
abayabeleselayo,aba-belesel-a-yo,aba-belesel-a-yo,aba-belesel-a-yo
abayabhemayo,aba-bhem-a-yo,aba-bhem-a-yo,aba-bhem-a-yo
abayabhuduzelayo,aba-bhuduzel-a-yo,aba-bhuduzel-a-yo,aba-bhuduzel-a-yo
abayabhuqayo,aba-bhuq-a-yo,aba-bhuq-a-yo,aba-bhuq-a-yo
abayabikezelwayo,aba-bikezelw-a-yo,aba-bikezelw-a-yo,aba-bikezelw-a-yo
abayabindayo,aba-bind-a-yo,aba-bind-a-yo,aba-bind-a-yo
abayabonayo,aba-bon-a-yo,aba-bon-a-yo,aba-bon-a-yo
abayabongekayo,aba-bongek-a-yo,aba-bongek-a-yo,aba-bongek-a-yo
abayabonisanayo,aba-bonisan-a-yo,aba-bonisan-a-yo,aba-bonisan-a-yo
abayabophayo,aba-boph-a-yo,aba-boph-a-yo,aba-boph-a-yo
abayabubulayo,aba-bubul-a-yo,aba-bubul-a-yo,aba-bubul-a-yo
abayabulalayo,aba-bulal-a-yo,aba-bulal-a-yo,aba-bulal-a-yo
abayabulawayo,aba-bulaw-a-yo,aba-bulaw-a-yo,aba-bulaw-a-yo
abayabulisayo,aba-bulis-a-yo,aba-bulis-a-yo,aba-bulis-a-yo
abayabusayo,aba-bus-a-yo,aba-bus-a-yo,aba-bus-a-yo
abayabuswayo,aba-busw-a-yo,aba-busw-a-yo,aba-busw-a-yo
abayabuthelayo,aba-buthel-a-yo,aba-buthel-a-yo,aba-buthel-a-yo
abayabuyayo,aba-buy-a-yo,aba-buy-a-yo,aba-buy-a-yo
abayacabangayo,aba-cabang-a-yo,aba-cabang-a-yo,aba-cabang-a-yo
abayacacisayo,aba-cacis-a-yo,aba-cacis-a-yo,aba-cacis-a-yo
abayacekayo,aba-cek-a-yo,aba-cek-a-yo,aba-cek-a-yo
abayacelayo,aba-cel-a-yo,aba-cel-a-yo,aba-cel-a-yo
abayachumayo,aba-chum-a-yo,aba-chum-a-yo,aba-chum-a-yo
abayacindezelayo,aba-cindezel-a-yo,aba-cindezel-a-yo,aba-cindezel-a-yo
abayacwengwayo,aba-cwengw-a-yo,aba-cwengw-a-yo,aba-cwengw-a-yo
abayadakwayo,aba-dakw-a-yo,aba-dakw-a-yo,aba-dakw-a-yo
abayadidiyelayo,aba-didiyel-a-yo,aba-didiyel-a-yo,aba-didiyel-a-yo
abayadilikayo,aba-dilik-a-yo,aba-dilik-a-yo,aba-dilik-a-yo
abayadlayo,aba-dl-a-yo,aba-dl-a-yo,aba-dl-a-yo
abayadliswayo,aba-dlisw-a-yo,aba-dlisw-a-yo,aba-dlisw-a-yo
abayadlulayo,aba-dlul-a-yo,aba-dlul-a-yo,aba-dlul-a-yo
abayadlulelwayo,aba-dlulelw-a-yo,aba-dlulelw-a-yo-baba,aba-dlulelw-a-yo
abayadlwengulayo,aba-dlwengul-a-yo,aba-dlwengul-a-yo,aba-dlwengul-a-yo
abayaduduzanayo,aba-duduzan-a-yo,aba-duduzan-a-yo,aba-duduzan-a-yo
abayadukayo,aba-duk-a-yo,aba-duk-a-yo,aba-duk-a-yo
abayadukisayo,aba-dukis-a-yo,aba-dukis-a-yo,aba-dukis-a-yo
abayadungekayo,aba-dungek-a-yo,aba-dungek-a-yo,aba-dungek-a-yo
abayafanayo,aba-fan-a-yo,aba-fan-a-yo,aba-fan-a-yo
abayafanelekayo,aba-fanelek-a-yo,aba-fanelek-a-yo,aba-fanelek-a-yo
abayafayo,aba-f-a-yo,aba-f-a-yo,aba-f-a-yo
abayafecayo,aba-fec-a-yo,aba-fec-a-yo,aba-fec-a-yo
abayafezwayo,aba-fezw-a-yo,aba-fezw-a-yo,aba-fezw-a-yo
abayafikayo,aba-fik-a-yo,aba-fik-a-yo,aba-fik-a-yo
abayafisayo,aba-fis-a-yo,aba-fis-a-yo,aba-fis-a-yo
abayafudukayo,aba-fuduk-a-yo,aba-fuduk-a-yo,aba-fuduk-a-yo
abayafunayo,aba-fun-a-yo,aba-fun-a-yo,aba-fun-a-yo
abayafundisayo,aba-fundis-a-yo,aba-fundis-a-yo,aba-fundis-a-yo
abayafundisekayo,aba-fundisek-a-yo,aba-fundisek-a-yo,aba-fundisek-a-yo
abayafuzayo,aba-fuz-a-yo,aba-fuz-a-yo,aba-fuz-a-yo
abayagabadelayo,aba-gabadel-a-yo,aba-gabadel-a-yo,aba-gabadel-a-yo
abayagananayo,aba-ganan-a-yo,aba-ganan-a-yo,aba-ganan-a-yo
abayagculisayo,aba-gculis-a-yo,aba-gculis-a-yo,aba-gculis-a-yo
abayagogekayo,aba-gogek-a-yo,aba-gogek-a-yo,aba-gogek-a-yo
abayagqugquzelwayo,aba-gqugquzelw-a-yo,aba-gqugquzelw-a-yo,aba-gqugquzelw-a-yo
abayagulayo,aba-gul-a-yo,aba-gul-a-yo,aba-gul-a-yo
abayagunyazwayo,aba-gunyazw-a-yo,aba-gunyazw-a-yo,aba-gunyazw-a-yo
abayagwilizayo,aba-gwiliz-a-yo,aba-gwiliz-a-yo,aba-gwiliz-a-yo
abayagxambukelayo,aba-gxambukel-a-yo,aba-gxambukel-a-yo,aba-gxambukel-a-yo
abayahahayo,aba-hah-a-yo,aba-hah-a-yo,aba-hah-a-yo
abayahambahambayo,aba-hambahamb-a-yo,aba-hambahamb-a-yo,aba-hambahamb-a-yo
abayahambayo,aba-hamb-a-yo,aba-hamb-a-yo,aba-hamb-a-yo
abayahlazisayo,aba-hlazis-a-yo,aba-hlazis-a-yo,aba-hlazis-a-yo
abayahlaziywayo,aba-hlaziyw-a-yo,aba-hlaziyw-a-yo,aba-hlaziyw-a-yo
abayahlephulayo,aba-hlephul-a-yo,aba-hlephul-a-yo,aba-hlephul-a-yo
abayahlinzayo,aba-hlinz-a-yo,aba-hlinz-a-yo,aba-hlinz-a-yo
abayahlubukayo,aba-hlubuk-a-yo,aba-hlubuk-a-yo,aba-hlubuk-a-yo
abayahlukumezanayo,aba-hlukumezan-a-yo,aba-hlukumezan-a-yo,aba-hlukumezan-a-yo
abayahluphekayo,aba-hluphek-a-yo,aba-hluphek-a-yo,aba-hluphek-a-yo
abayahlwanyelelayo,aba-hlwanyelel-a-yo,aba-hlwanyelel-a-yo,aba-hlwanyelel-a-yo
abayaholayo,aba-hol-a-yo,aba-hol-a-yo,aba-hol-a-yo
abayahudulwayo,aba-hudulw-a-yo,aba-hudulw-a-yo,aba-hudulw-a-yo
abayahumushayo,aba-humush-a-yo,aba-humush-a-yo,aba-humush-a-yo
abayahuquzelayo,aba-huquzel-a-yo,aba-huquzel-a-yo,aba-huquzel-a-yo
abayajabulayo,aba-jabul-a-yo,aba-jabul-a-yo,aba-jabul-a-yo
abayajabulisayo,aba-jabulis-a-yo,aba-jabulis-a-yo,aba-jabulis-a-yo
abayajezayo,aba-jez-a-yo,aba-jez-a-yo,aba-jez-a-yo
abayajezisayo,aba-jezis-a-yo,aba-jezis-a-yo,aba-jezis-a-yo
abayajikelezayo,aba-jikelez-a-yo,aba-jikelez-a-yo,aba-jikelez-a-yo
abayakapayo,aba-kap-a-yo,aba-kap-a-yo,aba-kap-a-yo
abayakhalayo,aba-khal-a-yo,aba-khal-a-yo,aba-khal-a-yo
abayakhalelayo,aba-khalel-a-yo,aba-khalel-a-yo,aba-khalel-a-yo
abayakhandlekayo,aba-khandlek-a-yo,aba-khandlek-a-yo-phakathi,aba-khandlek-a-yo
abayakhangwayo,aba-khangw-a-yo,aba-khangw-a-yo,aba-khangw-a-yo
abayakhaphelayo,aba-khaphel-a-yo,aba-khaphel-a-yo,aba-khaphel-a-yo
abayakhathelayo,aba-khathel-a-yo,aba-khathel-a-yo,aba-khathel-a-yo
abayakhethayo,aba-kheth-a-yo,aba-kheth-a-yo,aba-kheth-a-yo
abayakhethwayo,aba-khethw-a-yo,aba-khethw-a-yo,aba-khethw-a-yo
abayakhohlisayo,aba-khohlis-a-yo,aba-khohlis-a-yo,aba-khohlis-a-yo
abayakhokhelwayo,aba-khokhelw-a-yo,aba-khokhelw-a-yo,aba-khokhelw-a-yo
abayakholwayo,aba-kholw-a-yo,aba-kholw-a-yo,aba-kholw-a-yo
abayakhononayo,aba-khonon-a-yo,aba-khonon-a-yo,aba-khonon-a-yo
abayakhonondayo,aba-khonond-a-yo,aba-khonond-a-yo,aba-khonond-a-yo
abayakhonzayo,aba-khonz-a-yo,aba-khonz-a-yo,aba-khonz-a-yo
abayakhophozayo,aba-khophoz-a-yo,aba-khophoz-a-yo,aba-khophoz-a-yo
abayakhothwayo,aba-khothw-a-yo,aba-khothw-a-yo,aba-khothw-a-yo
abayakhulayo,aba-khul-a-yo,aba-khul-a-yo,aba-khul-a-yo
abayakhulekayo,aba-khulek-a-yo,aba-khulek-a-yo,aba-khulek-a-yo
abayakhulelayo,aba-khulel-a-yo,aba-khulel-a-yo,aba-khulel-a-yo
abayakhulelwayo,aba-khulelw-a-yo,aba-khulelw-a-yo,aba-khulelw-a-yo
abayakhuthazelayo,aba-khuthazel-a-yo,aba-khuthazel-a-yo,aba-khuthazel-a-yo
abayakhuthazwayo,aba-khuthazw-a-yo,aba-khuthazw-a-yo,aba-khuthazw-a-yo
abayakhwelwayo,aba-khwelw-a-yo,aba-khwelw-a-yo,aba-khwelw-a-yo
abayakhwingcekayo,aba-khwingcek-a-yo,aba-khwingcek-a-yo,aba-khwingcek-a-yo
abayaklinywayo,aba-klinyw-a-yo,aba-klinyw-a-yo,aba-klinyw-a-yo
abayakweletayo,aba-kwelet-a-yo,aba-kwelet-a-yo,aba-kwelet-a-yo
abayalahlwayo,aba-lahlw-a-yo,aba-lahlw-a-yo,aba-lahlw-a-yo
abayalalayo,aba-lal-a-yo,aba-lal-a-yo,aba-lal-a-yo
abayalalelayo,aba-lalel-a-yo,aba-lalel-a-yo,aba-lalel-a-yo
abayalambayo,aba-lamb-a-yo,aba-lamb-a-yo,aba-lamb-a-yo
abayalamulayo,aba-lamul-a-yo,aba-lamul-a-yo,aba-lamul-a-yo
abayalandelayo,aba-landel-a-yo,aba-landel-a-yo,aba-landel-a-yo
abayalangazelelayo,aba-langazelel-a-yo,aba-langazelel-a-yo,aba-langazelel-a-yo
abayalawulwayo,aba-lawulw-a-yo,aba-lawulw-a-yo,aba-lawulw-a-yo
abayalilayo,aba-lil-a-yo,aba-lil-a-yo,aba-lil-a-yo
abayalingekayo,aba-lingek-a-yo,aba-lingek-a-yo,aba-lingek-a-yo
abayalumayo,aba-lum-a-yo,aba-lum-a-yo,aba-lum-a-yo
abayalumisayo,aba-lumis-a-yo,aba-lumis-a-yo,aba-lumis-a-yo
abayaluthelayo,aba-luthel-a-yo,aba-luthel-a-yo,aba-luthel-a-yo
abayamamathekayo,aba-mamathek-a-yo,aba-mamathek-a-yo,aba-mamathek-a-yo
abayamangalisayo,aba-mangalis-a-yo,aba-mangalis-a-yo,aba-mangalis-a-yo
abayamomothekayo,aba-momothek-a-yo,aba-momothek-a-yo,aba-momothek-a-yo
abayampompelayo,aba-mpompel-a-yo,aba-mpompel-a-yo,aba-mpompel-a-yo
abayamukelwayo,aba-mukelw-a-yo,aba-mukelw-a-yo,aba-mukelw-a-yo
abayanambithanayo,aba-nambithan-a-yo,aba-nambithan-a-yo,aba-nambithan-a-yo
abayanambithayo,aba-nambith-a-yo,aba-nambith-a-yo,aba-nambith-a-yo
abayanayo,aba-n-a-yo,aba-n-a-yo,aba-n-a-yo
abayancelayo,aba-ncel-a-yo,aba-ncel-a-yo,aba-ncel-a-yo
abayancomekayo,aba-ncomek-a-yo,aba-ncomek-a-yo,aba-ncomek-a-yo
abayandizayo,aba-ndiz-a-yo,aba-ndiz-a-yo,aba-ndiz-a-yo
abayangabazayo,aba-ngabaz-a-yo,aba-ngabaz-a-yo,aba-ngabaz-a-yo
abayangcolayo,aba-ngcol-a-yo,aba-ngcol-a-yo,aba-ngcol-a-yo
abayanhlanhlathayo,aba-nhlanhlath-a-yo,aba-nhlanhlath-a-yo,aba-nhlanhlath-a-yo
abayanikelayo,aba-nikel-a-yo,aba-nikel-a-yo,aba-nikel-a-yo
abayanikinayo,aba-nikin-a-yo,aba-nikin-a-yo,aba-nikin-a-yo
abayantshontshayo,aba-ntshontsh-a-yo,aba-ntshontsh-a-yo,aba-ntshontsh-a-yo
abayanyazimayo,aba-nyazim-a-yo,aba-nyazim-a-yo,aba-nyazim-a-yo
abayanyundelayo,aba-nyundel-a-yo,aba-nyundel-a-yo,aba-nyundel-a-yo
abayaphambukayo,aba-phambuk-a-yo,aba-phambuk-a-yo,aba-phambuk-a-yo
abayaphasiswayo,aba-phasisw-a-yo,aba-phasisw-a-yo,aba-phasisw-a-yo
abayaphathwayo,aba-phathw-a-yo,aba-phathw-a-yo,aba-phathw-a-yo
abayaphendukayo,aba-phenduk-a-yo,aba-phenduk-a-yo-jobe,aba-phenduk-a-yo
abayaphikayo,aba-phik-a-yo,aba-phik-a-yo,aba-phik-a-yo
abayaphikelelayo,aba-phikelel-a-yo,aba-phikelel-a-yo,aba-phikelel-a-yo
abayaphikisanayo,aba-phikisan-a-yo,aba-phikisan-a-yo,aba-phikisan-a-yo
abayaphikisayo,aba-phikis-a-yo,aba-phikis-a-yo,aba-phikis-a-yo
abayaphilayo,aba-phil-a-yo,aba-phil-a-yo,aba-phil-a-yo
abayaphilwayo,aba-philw-a-yo,aba-philw-a-yo,aba-philw-a-yo
abayaphindelelayo,aba-phindelel-a-yo,aba-phindelel-a-yo,aba-phindelel-a-yo
abayaphothulayo,aba-phothul-a-yo,aba-phothul-a-yo,aba-phothul-a-yo
abayaphumelelayo,aba-phumelel-a-yo,aba-phumelel-a-yo,aba-phumelel-a-yo
abayaphunyulayo,aba-phunyul-a-yo,aba-phunyul-a-yo,aba-phunyul-a-yo
abayaphuphayo,aba-phuph-a-yo,aba-phuph-a-yo,aba-phuph-a-yo
abayaphuzayo,aba-phuz-a-yo,aba-phuz-a-yo,aba-phuz-a-yo
abayaqabulayo,aba-qabul-a-yo,aba-qabul-a-yo,aba-qabul-a-yo
abayaqalayo,aba-qala-yo,aba-qala-yo,aba-qala-yo
abayaqaphelayo,aba-qaphel-a-yo,aba-qaphel-a-yo,aba-qaphel-a-yo
abayaqashayo,aba-qash-a-yo,aba-qash-a-yo,aba-qash-a-yo
abayaqedanayo,aba-qedan-a-yo,aba-qedan-a-yo,aba-qedan-a-yo
abayaqhakazayo,aba-qhakaz-a-yo,aba-qhakaz-a-yo,aba-qhakaz-a-yo
abayaqhathaniswayo,aba-qhathanisw-a-yo,aba-qhathanisw-a-yo,aba-qhathanisw-a-yo
abayaqhoshayo,aba-qhosh-a-yo,aba-qhosh-a-yo,aba-qhosh-a-yo
abayaqinisekayo,aba-qinisek-a-yo,aba-qinisek-a-yo,aba-qinisek-a-yo
abayaqokwayo,aba-qokw-a-yo,aba-qokw-a-yo,aba-qokw-a-yo
abayaqondakalayo,aba-qondakal-a-yo,aba-qondakal-a-yo,aba-qondakal-a-yo
abayaqondisisayo,aba-qondisis-a-yo,aba-qondisis-a-yo,aba-qondisis-a-yo
abayaququdwayo,aba-ququdw-a-yo,aba-ququdw-a-yo,aba-ququdw-a-yo
abayaqwashayo,aba-qwash-a-yo,aba-qwash-a-yo,aba-qwash-a-yo
abayasabalalayo,aba-sabalal-a-yo,aba-sabalal-a-yo,aba-sabalal-a-yo
abayasabelayo,aba-sabel-a-yo,aba-sabel-a-yo,aba-sabel-a-yo
abayasayo,aba-s-a-yo,aba-s-a-yo,aba-s-a-yo
abayasebenzayo,aba-sebenz-a-yo,aba-sebenz-a-yo,aba-sebenz-a-yo
abayashadayo,aba-shad-a-yo,aba-shad-a-yo,aba-shad-a-yo
abayashadwayo,aba-shadw-a-yo,aba-shadw-a-yo,aba-shadw-a-yo
abayashaywayo,aba-shayw-a-yo,aba-shayw-a-yo,aba-shayw-a-yo
abayashisekayo,aba-shisek-a-yo,aba-shisek-a-yo,aba-shisek-a-yo
abayashobayo,aba-shob-a-yo,aba-shob-a-yo,aba-shob-a-yo
abayashushisayo,aba-shushis-a-yo,aba-shushis-a-yo,aba-shushis-a-yo
abayashushiswayo,aba-shushisw-a-yo,aba-shushisw-a-yo,aba-shushisw-a-yo
abayasikiselayo,aba-sikisel-a-yo,aba-sikisel-a-yo,aba-sikisel-a-yo
abayasindiswayo,aba-sindisw-a-yo,aba-sindisw-a-yo,aba-sindisw-a-yo
abayasiphuzayo,aba-siphuz-a-yo,aba-siphuz-a-yo,aba-siphuz-a-yo
abayasokayo,aba-sok-a-yo,aba-sok-a-yo,aba-sok-a-yo
abayasolwayo,aba-solw-a-yo,aba-solw-a-yo,aba-solw-a-yo
abayasondelayo,aba-sondel-a-yo,aba-sondel-a-yo,aba-sondel-a-yo
abayasontayo,aba-sont-a-yo,aba-sont-a-yo,aba-sont-a-yo
abayasukayo,aba-suk-a-yo,aba-suk-a-yo,aba-suk-a-yo
abayaswelayo,aba-swel-a-yo,aba-swel-a-yo,aba-swel-a-yo
abayathakazelayo,aba-thakazel-a-yo,aba-thakazel-a-yo,aba-thakazel-a-yo
abayathakazelisayo,aba-thakazelis-a-yo,aba-thakazelis-a-yo,aba-thakazelis-a-yo
abayathandayo,aba-thand-a-yo,aba-thand-a-yo,aba-thand-a-yo
abayathandazayo,aba-thandaz-a-yo,aba-thandaz-a-yo,aba-thandaz-a-yo
abayathandekayo,aba-thandek-a-yo,aba-thandek-a-yo,aba-thandek-a-yo
abayathembekayo,aba-thembek-a-yo,aba-thembek-a-yo,aba-thembek-a-yo
abayathembisayo,aba-thembis-a-yo,aba-thembis-a-yo,aba-thembis-a-yo
abayathemelezayo,aba-themelez-a-yo,aba-themelez-a-yo,aba-themelez-a-yo
abayathengisayo,aba-thengis-a-yo,aba-thengis-a-yo,aba-thengis-a-yo
abayathenwayo,aba-thenw-a-yo,aba-thenw-a-yo,aba-thenw-a-yo
abayathethelelayo,aba-thethelel-a-yo,aba-thethelel-a-yo,aba-thethelel-a-yo
abayathibelayo,aba-thibel-a-yo,aba-thibel-a-yo,aba-thibel-a-yo
abayathiyo,aba-thi-yo,aba-thi-yo,aba-thi-yo
abayatholayo,aba-thol-a-yo,aba-thol-a-yo,aba-thol-a-yo
abayathukuthelelayo,aba-thukuthelel-a-yo,aba-thukuthelel-a-yo,aba-thukuthelel-a-yo
abayathumelayo,aba-thumel-a-yo,aba-thumel-a-yo,aba-thumel-a-yo
abayathwalwayo,aba-thwalw-a-yo,aba-thwalw-a-yo,aba-thwalw-a-yo
abayathwetshulwayo,aba-thwetshulw-a-yo,aba-thwetshulw-a-yo,aba-thwetshulw-a-yo
abayavalelekayo,aba-valelek-a-yo,aba-valelek-a-yo,aba-valelek-a-yo
abayavevayo,aba-vev-a-yo,aba-vev-a-yo,aba-vev-a-yo
abayavilaphayo,aba-vilaph-a-yo,aba-vilaph-a-yo,aba-vilaph-a-yo
abayavivinywayo,aba-vivinyw-a-yo,aba-vivinyw-a-yo,aba-vivinyw-a-yo
abayavukelayo,aba-vukel-a-yo,aba-vukel-a-yo,aba-vukel-a-yo
abayavuselelekayo,aba-vuselelek-a-yo,aba-vuselelek-a-yo,aba-vuselelek-a-yo
abayawohlokelayo,aba-wohlokel-a-yo,aba-wohlokel-a-yo,aba-wohlokel-a-yo
abayaxhaphazayo,aba-xhaphaz-a-yo,aba-xhaphaz-a-yo,aba-xhaphaz-a-yo
abayayekelelayo,aba-yekelel-a-yo,aba-yekelel-a-yo,aba-yekelel-a-yo
